chunk_id,source,snippet,icd_codes
834,data/ms_guide.pdf,Neuro Ophthalmology (1 Year)  This deals with central nervous system disorders affecting the ocular and visual  pathways.    Uveitis (1 Year)  It is concerned with the management of ophthalmic diseases that are caused by  systemic disorders.    Oculo...,'H4933'; 'H5123'; 'H59099'; 'H4943'
835,data/ms_guide.pdf,histopathological examination of ophthalmic specimens....,'H16243'; 'H43399'; 'H16249'; 'H4930'
836,data/ms_guide.pdf,2.13   OPHTHALMOLOGY  77  Residency Program    Specialty Ophthalmology   Duration  4 years   Rotations  R1  2 months   Basic and Clinical Science Course   4 months   General Ophthalmology    Refraction    Contact lenses  2 months   ER  1 month  ...,'H259'; 'H18829'; 'H18823'; 'T868489'
837,data/ms_guide.pdf,2 months   Pediatric Ophthalmology  1 month   Retina    Uvea   1 month   Refraction    Contact Lenses  1 month   Oculoplastic  1 month   Neuro-Ophthalmology  1 month   ER  1 month   Vacation  R3  3 months   Anterior Segment    Cornea    E...,'H18829'; 'H26039'; 'H18823'; 'H05253'
838,data/ms_guide.pdf,2.13   OPHTHALMOLOGY  78  2 months   Oculoplastic  2 months   ER  1 month   Neuro-Ophthalmology  1 month   General Ophthalmology  1 month   Vacation  R4  3 months   Pediatric Ophthalmology   2 months   Anterior Segment    Cornea    External ...,'H4933'; 'H05253'; 'H4053X4'; 'H4050X1'
839,data/ms_guide.pdf,Yearly applicants 200  Yearly acceptance 25   Yearly graduates 15   Hospitals that offer the  program   King Abdulaziz Medical City in Riyadh   King Abdulaziz University Hospital in Riyadh    King Khaled Eye Specialist Hospital   King Khalid Univ...,'Z758'; 'Z751'; 'Z759'; 'Z020'
840,data/ms_guide.pdf, King Abdulaziz Medical City in Jeddah   King Abdulaziz University Hospital   King Fahad Armed Forces Hospital in Jeddah    Air Base Hospital in Dhahran   Dammam Medical Complex   Dhahran Eye Specialist Hospital...,'H30819'; 'Z0101'; 'H30811'; 'E42'
841,data/ms_guide.pdf,2.13   OPHTHALMOLOGY  79   King Fahad Military Medical Complex   King Fahad University Hospital in Al Khobar    Southern Region Armed Forces Hospital  Please refer to SCFHS web site link below for updated information on the  Ophthalmology Training...,'Z9849'; 'H16059'; 'H16241'; 'H5121'
842,data/ms_guide.pdf,"2.14   ORTHOPEDIC SURGERY  80  2.14 Orthopedic Surgery    Expert Students  Omar Ali Batouk   Orthopedic Surgeon  KSAU-HS College of Medicine  Jeddah, Saudi Arabia   Amnaa Baljoun  Adeebah Albadran   Mawdah Alqabbani       Introduction    The structur...",'M958'; 'M6150'; 'M6158'; 'M6159'
843,data/ms_guide.pdf,"(fractures), infections, tumors, degenerative diseases or congenital disorders can  cause pain, discomfort and restriction of movement.    Orthopedic Surgery is a branch of medical science which deals with the problems  of the musculoskeletal system ...",'M9689'; 'Y791'; 'M84650S'; 'M84650D'
844,data/ms_guide.pdf,"stabilizing cast application, and open reduction with fixation using internal or  external implants to re-align and fixate them. This needs expertise and mandates  command over the use of a hi -tech instrumentation system. When the specialty  was est...",'T84298S'; 'T84228S'; 'T84199S'; 'T8489XS'
845,data/ms_guide.pdf,"specialties that has had a large impact on the quality of life. The Orthopedic  service has a multidisciplinary approach, therefore the trainee has to interact  and collaborate with colleagues from many other specialties like Pediatrics,  Internal Me...",'Z4789'; 'Y791'; 'Z4781'; 'Y66'
846,data/ms_guide.pdf,"because it has a high turnover. It is inevitable that t his affects the social and  family life of Orthopedic residents, but this problem can be overcome by  appropriate time management. On the other hand, it is a respected and much  appreciated spec...",'Z4789'; 'Z764'; 'Z751'; 'Y66'
847,data/ms_guide.pdf,"successful completion of their internship. Once in the program, the  responsibilities and duties vary according to th e level of training. Residents are  assigned to the outpatient clinics and operating room according to the duty  roster. In the oper...",'Y66'; 'Y6552'; 'Z48817'; 'Z4889'
848,data/ms_guide.pdf,2.14   ORTHOPEDIC SURGERY  81  nature and frequency of these sessions vary from hospital to hospital. The  residents are responsible for the inpatient care as well as the cover of Emergency  Room calls. Post on -call day can be a free day in very bus...,'Z4789'; 'Y6552'; 'Y66'; 'Y92530'
849,data/ms_guide.pdf,Performance of residents is continuously evaluated and they have to sit and pass  the yearly exam for promotion to the next year of training.    The basic objective of the residency program is to provide an academic and  competitive environment that ...,'Z022'; 'Y66'; 'Z4789'; 'Z751'
850,data/ms_guide.pdf,"understand the scientific background of each case and to possess sound  knowledge in the pr inciples of Orthopedic Surgery, biomechanics, skeletal  embryology and physiology of metabolic bone problems, pharmacology, and the  concepts of wound and bon...",'Z87828'; 'Z8781'; 'Z87311'; 'M84441S'
851,data/ms_guide.pdf,interpret their results to formulate a comprehensive and accurate diagnosis with  a plan for appropriate operative or non-operative management.     Trainee Orthop edic surgeons also need to possess high ethical and moral  standards and should learn t...,'Z4789'; 'T888XXD'; 'T888XXA'; 'T889XXA'
852,data/ms_guide.pdf,with the patient in the clinic or Emergency Room.     Post residency advanced fellowship training programs over a period of 12 to 18  months are available internationally. They offer highly specialized training in the  subspecialties of adult joint r...,'Z4789'; 'Z471'; 'S5290XF'; 'S82853F'
853,data/ms_guide.pdf,"Sports injuries, and Hip preservation surgery.    Residency Program    Specialty Orthopedics  Duration  5 years  Rotations  R1  R2  3 months    Principles of General Surgery   3 months    Intensive Care Unit  3 months    Plastic and Hand Surgery  ...",'Z4789'; 'Y791'; 'Z4732'; 'M84459D'
854,data/ms_guide.pdf,2.14   ORTHOPEDIC SURGERY  82   Orthopedic Radiology   Physiotherapy   Research  R3   R4  6 months    Musculoskeletal Trauma   3 months    Orthopedics  3 months    Spinal Surgery  3 months    Arthroplasty  3 months    Pediatric Orthopedics  3...,'Z4789'; 'Z4782'; 'Y791'; 'Z4781'
855,data/ms_guide.pdf,month  7   Competition Very competitive  Yearly applicants Southern Region(16)  Eastern Region (31)  Western region (55)  Central region (53)  Yearly acceptance Southern Region(5)  Eastern Region (12)  Western region (19)  Central region (20)   Yearl...,'Z020'; 'Z759'; 'Z764'; 'Z022'
856,data/ms_guide.pdf, King Saud Medical City   Prince Sultan Military Medical City   Security Forces Hospital  Taif    Al Hada Armed Forces Hospital   King Abdulaziz Specialist Hospital in  Makkah    Al Noor Specialist Hospital...,'Z758'; 'Y92532'; 'Y92234'; 'Z764'
857,data/ms_guide.pdf,2.14   ORTHOPEDIC SURGERY  83   International Medical Center  Jeddah    King Abdulaziz Hospital & Oncology Center    King Abdulaziz Medical City    King Abdulaziz University Hospital   King Fahad Armed Forces Hospital    King Fahad General Hosp...,'Z4789'; 'T889XXS'; 'Y92530'; 'Y92532'
858,data/ms_guide.pdf,Al Hafof    King Fahad Hospital    King Fahad Military Medical Complex  Al Khobar    King Fahad University Hospital   Al Qatif    Qatif Central Hospital  Al Madinah    King Fahad General Hospital   Tabuk    North West Armed Forces Hospital  AlB...,'Y92234'; 'Z758'; 'Y92532'; 'Y92238'
859,data/ms_guide.pdf, King Khalid Hospital   Kingdom of Bahrain    Bahrain Royal Medical Services of Bahrain Defense Force    Salmaniya Medical Complex  Please refer to SCFHS web site link below for updated information on the Orthopedic  Training Program  http://www.s...,'Z4789'; 'M07671'; 'M4690'; 'M489'
860,data/ms_guide.pdf,"2.15   OTORHINOLARYNGOLOGY  84  2.15 Otorhinolaryngology    Expert Students  Samir M. A. Bawazir   Head and Neck Surgeon  Department of Otorhinolaryngology   Prince Sultan Military Medical City  Riyadh, Saudi Arabia  Amnaa Baljoun  Adeebah Albadran  ...",'Y721'; 'Y720'; 'Y728'; 'H9209'
861,data/ms_guide.pdf,"the diseases affecting the head and neck other than the brain an d eye. Of the five  senses, humans are blessed with to communicate with the environment, the ORL  Specialty deals with three. The ears, the nose, and the throat are inter  connected  or...",'M9900'; 'Z01118'; 'Z135'; 'Z0110'
862,data/ms_guide.pdf,"program the residents will rotate between all the hospitals in the province  accredited for training.    The program starts with three month rotations during the first year including  General Surgery, Neurosurgery, Plastic surgery and the ICU. The pu...",'Y66'; 'Y92530'; 'R402364'; 'T889XXS'
863,data/ms_guide.pdf,"handling a trauma patient, and development of basic surgical skills. The next four  years are spent exclusively in ORL service. The second and third years (R2 and  R3) are as a junior resident and the fourth and fifth years (R4 and R5) as senior  res...",'Z022'; 'Z4789'; 'Z751'; 'R402252'
864,data/ms_guide.pdf,"the second year. However, it is obligatory to pass it for promotion to R4. During  the first two years of training, the junior residents are responsible for clerking  patients, ward rounds, and attending operating sessions and outpatient clinics  und...",'J3501'; 'J0390'; 'J0391'; 'J3503'
865,data/ms_guide.pdf,"complex problems like complicated airway diseases, the surgical management of  deafness, and skull base tumors.    The Saudi Board of Otorhinolaryngology and Head and Neck Surgery (ORL /  H&NS) is affiliated with a King Saud University fellowship. He...",'Y723'; 'Y720'; 'Z98818'; 'Y721'
866,data/ms_guide.pdf,"2.15   OTORHINOLARYNGOLOGY  85  The ORL / H&NS surgeon can have a relaxed life style if he or she is working in a  secondary hospitals because most of the cases are simple and require only  outpatient clinic follow -up. However, the ORL / H&N surgeon...",'Y721'; 'T496X5D'; 'T496X5A'; 'Y720'
867,data/ms_guide.pdf,"involvement, or head and neck tumors. Despite that, the social life of the ORL  specialist is not usually affected by the workload and there is still enough time  for hobbies and family life.  ORL / H&N surgeons are always needed in private  practice...",'Y66'; 'Z4789'; 'Z408'; 'T8189XS'
868,data/ms_guide.pdf,"Rhinology, Head and Neck, Facioplastic, Phonetics, Allergy, and Skull Base  Surgery.    Residency Program    Specialty ORL / ENT  Duration  5 years  Rotations  R1  3 Months General Surgery  3 Months Critical Care  2 Months Plastic Surgery  1 Month Ne...",'Z4789'; 'Y721'; 'Y66'; 'Z4889'
869,data/ms_guide.pdf,"Number of on-calls per  month  5 - 7  Competition Very competitive  Yearly applicants Variable, the last  2 years , had applicants from outside the  Kingdom  65 applicants (2012)   85 applicants (2013)...",'Z025'; 'Z022'; 'W3182XS'; 'Z020'
870,data/ms_guide.pdf,2.15   OTORHINOLARYNGOLOGY  86  Yearly acceptance Between 32 and 35  Yearly graduates Between 17 and 25   Hospitals that offer the  program   King Abdulaziz University Hospital   Prince Sultan Military Medical City   King Abdulaziz Medical City  ...,'M4600'; 'M779'; 'M4603'; 'R402251'
871,data/ms_guide.pdf,Training Program  http://www.scfhs.org.sa/en/MESPS/TrainingProg s/TrainingProgsStatement/NoseEarSurg/P ages/default.aspx...,'Q301'; 'M950'; 'Q309'; 'Q308'
872,data/ms_guide.pdf,"2.16   PATHOLOGY  87  2.16 Pathology    Expert Students  Hindi N Al-Hindi   Department of Pathology  King Faisal Specialist Hospital & Research Center    Riyadh, Saudi Arabia  Amnaa Baljoun  Adeebah Albadran  Mawdah Alqabbani      Introduction    The...",'K9289'; 'M368'; 'R893'; 'B608'
873,data/ms_guide.pdf,"pathogenesis (how a disease develops and progresses), the morphology  (structural changes at the cellular level due to disease) and clinical  manifestations (the effects of disease on the body).    Major advances to ok place in the 19 th century with...",'R898'; 'R897'; 'Z872'; 'R893'
874,data/ms_guide.pdf,stands in daily clinical practice? What  is the need of a pathologist and pathology  department in any hospital? Pathology is the core of the investigative approach  to a patient’s management. That is why Pathology is considered as a basic  science a...,'T889XXS'; 'R898'; 'R893'; 'B760'
875,data/ms_guide.pdf,the disease. Physicians can never be 100% certain about a diagnosis  until they  have test results to support it. This is where the pathologist steps in to help in  establishing an accurate diagnosis by processing and studying the tissues and the  bo...,'T508X6S'; 'Z0000'; 'Z0001'; 'Z13811'
876,data/ms_guide.pdf,training. The programs are very competitive due to availability of a limited  number of training positions. The entry process into the program includes a  written examination and a personal interview. The training involves rotations  through various ...,'Y66'; 'Z0289'; 'T889XXA'; 'T889XXS'
877,data/ms_guide.pdf,"body fluids through the use of conventional and ancillary investigative tools like  histochemistry (special stains), immunohistochemistry, flow cytometry, electron  microscopy, and molecular diagnostics such as fluorescence in-situ hybridization  (FI...",'Z01812'; 'R893'; 'R897'; 'R853'
878,data/ms_guide.pdf,satisfactory evaluation.     The pathology residents are rarely needed to be around after working hours and...,'Z0000'; 'Z0001'; 'T508X5D'; 'T508X5A'
879,data/ms_guide.pdf,2.16   PATHOLOGY  88  on weekends. On-calls are not required. This is in contrast with North American  programs where pathology residents cover night and weekend on-calls.    Residents are encouraged to participate in research projects thr oughout th...,'Z09'; 'Z08'; 'Z0000'; 'Z1289'
880,data/ms_guide.pdf,"Anatomic pathology also referred to as Histopathology as it is about examination  of histological tissue sections obtained from biopsies, fine needle aspiration  (FNA), surgical resections, or at autopsy. Anatomic pathology involves gross and  micros...",'R897'; 'R898'; 'R857'; 'R899'
881,data/ms_guide.pdf,"Clinical pathology is further subdivided in to disciplines of Clinical Biochemistry,  Hematopathology, Clinical Microbiology, Immunology, and Molecular Pathology.  In many countries both anatomic and clinical pathology are practiced together  and are...",'M6028'; 'R898'; 'R893'; 'L99'
882,data/ms_guide.pdf,"medical sciences of Anatomy, Histology, and Biochemistry. They also need to be  good observers and meticulous individu als. Although they have very limited  patient contact other than the FNA clinic, their frequent interaction with the  clinical coll...",'Z712'; 'G1221'; 'I69823'; 'I69923'
883,data/ms_guide.pdf,"example, a radical surgical resection and the use of toxic chemotherapeutic drugs  can only be justified if the diagnosis of cancer is accurate.    Pathologists generally e njoy a relaxed lifestyle. Actually, the specialty is more  about mental effor...",'Y66'; 'Y658'; 'Z408'; 'T888XXS'
884,data/ms_guide.pdf,"ongoing, that may alter the intraoperative management.    One of the issues related to life style is the occupational hazard of being in  physical contact with potentially infected and dangerous specimens. That is why  all specimen processing is done...",'Z408'; 'T888XXA'; 'T888XXD'; 'Y743'
885,data/ms_guide.pdf,University and Dammam (formerly King Faisal) University offer training in some  disciplines of Clinical Pathology in addition to Histopathology....,'M2508'; 'M0769'; 'M1288'; 'M0760'
886,data/ms_guide.pdf,"2.16   PATHOLOGY  89  After completion of the residency training period, advanced subspecialty training  is available largely outside the Kingdom. Fellowship programs in Anatomic  Pathology are being considered at King Faisal Specialist Hospit al & R...",'M1310'; 'Y66'; 'Z09'; 'C8176'
887,data/ms_guide.pdf,"Duration  5-years  Rotation   Every 3 months    Renal,  Skin     Neurology, GI   Cytology   Working hours per day 8   Clinic per day 4 days in a week (Clinical Pathology)  Number of on-calls per  month  None  Hospitals that offer the  program  Pri...",'Z764'; 'Y66'; 'Z750'; 'Z7682'
888,data/ms_guide.pdf,Competition: Average  Yearly applicants  Eastern Province 21  Western Provence 28  Central Province  31              Yearly acceptance  Eastern Province  2  Western Provence 4  Central Province  9  Please refer to SCFHS web site link below for update...,'M488X3'; 'Z006'; 'M4983'; 'M4653'
889,data/ms_guide.pdf,"2.17   PEDIATRICS  90  2.17 Pediatrics    Expert Students  Abdulmoein Eid Al-Agha   Department of Pediatric Endocrinology  King Faisal Specialist Hospital & Research  Center  Riyadh, Saudi Arabia  Ohood Alamer   Maryah Ahmed Asker   Asma Abdullah   M...",'Z7681'; 'Z7187'; 'R6331'; 'R6332'
890,data/ms_guide.pdf,Pediatricians provide preventive health maintenance for healthy children and  medical care for those who are seriously or chronically ill. They are experts in  physical and social health care as well as emotional and behavioral assessment.   They can...,'Z762'; 'Z7681'; 'Z7187'; 'R6332'
891,data/ms_guide.pdf,"children as they grow up. The age factor may differ from one community or  country to another; for in stance, in the Western countries; childhood is defined  up to the age of 18 years, however, in Saudi Arabia, it is mostly defined up to the  age of ...",'Z002'; 'Z7187'; 'R620'; 'Z0071'
892,data/ms_guide.pdf,"children and adolescents with chronic conditions. Pediatricians are often the first  and best advocates for children who suffer from increasingly prevalent  psychosocial morbidities.    Following gr aduation from medical school, a resident entering P...",'Z7187'; 'R6332'; 'Z7681'; 'Z002'
893,data/ms_guide.pdf,"Care Unit, Pediatric Intensive Care Unit, and rotations in sub -specialty services,  such as Pediatric Cardiology, Neurology, Endocrinology etc. An additional 2 -3  years of training are required to be certified as a sub-specialist.     The Specialty...",'Z7187'; 'R402364'; 'Z762'; 'Y66'
894,data/ms_guide.pdf,"examinations skills, the mos t important general ability that is needed in  Pediatrics is the skill to communicate with a sick neonate, infant, young child  or   adolescent. As each age range has certain behaviors that are different....",'Z00110'; 'Z00111'; 'F8189'; 'Z00129'
895,data/ms_guide.pdf,"2.17   PEDIATRICS  91  History taking and physical examination skills are essentials for a pediatrician. A  Pediatric resident in training will be working with both children and their  families to provide information, education , and management which...",'Z002'; 'Z7681'; 'Z003'; 'Z7187'
896,data/ms_guide.pdf,"1. Energetic, and a sense of humor and fun  2. Emotional stability and able to make decisions in emergency situations.   3. Good self-motivation and the willingness to study throughout thei r careers  to keep up to date with the advances in pediatric...",'Z7681'; 'Z7187'; 'R402251'; 'R402364'
897,data/ms_guide.pdf,"children and infants.  7. Clear and appropriate communication skills.    Most pediatricians will work in a child-friendly environment, filled with bright  colors, toys, and fun activities. A sense of humor and fun is allowed in the day -to- day job, ...",'Z762'; 'Z7187'; 'Z7681'; 'Z323'
898,data/ms_guide.pdf,"routine care. Any child with an acute illness should be seen in the Emergency  Room. Most of the patients are considered long -term patients, although usually  five new patients could be seen in each clinic. Walk -in patients are allowed to  visit an...",'Z7681'; 'Z00129'; 'Z00121'; 'Z762'
899,data/ms_guide.pdf,"The support of other specialties such as Family Medicine, Surgery, Urology,  Radiology, Orthopedics, Neurology, Radiation Oncology, Optometry, Podiatry ,  and Sleep Medicine  are important to obtain good management outcome s and  meet the health need...",'T888XXS'; 'T889XXS'; 'T888XXA'; 'T888XXD'
900,data/ms_guide.pdf,"keep the pediatrician wake up all night working. This is not to say that a  Pediatrician will have a happy and balanced life easily, we do not want  you to  misjudge the term “lifestyle” as such. On the contrary, it may not be an easy  balance at fir...",'Z7187'; 'R6332'; 'Z002'; 'Z73811'
901,data/ms_guide.pdf,"clinics, with a small percentage being in the hospital, a Pediatricians has more  normal working hours than an Emergency Doctor does, and so can have a better  work-life balance.     Generally, Pediatr icians are satisfied with the balance between  c...",'Z7681'; 'Y92532'; 'Z762'; 'Z91A41'
902,data/ms_guide.pdf,"2.17   PEDIATRICS  92  parental anxiety when children become sick. However, the financial returns may  not be as high as it is in other specialties.    The specialty of Pediatric s has many opportunities which cover the following:   health supervisio...",'Z7681'; 'Z00121'; 'Z762'; 'Z00129'
903,data/ms_guide.pdf,"complex conditions, Consultative partnerships , and Community based activities  (i.e. sports, schools, etc.).    The working hours during residency training are usually between 08:00 am to  05:00 pm (depends on the institution) . On -calls will range...",'Z7187'; 'Z323'; 'Z762'; 'Z764'
904,data/ms_guide.pdf,"medical education.    At the end of each residency training year, a promotion exam will be taken by the  residents, which includes both a written and clinical component, in addition to  the monthly clinical evaluations. Throughout the training, a Pro...",'Z022'; 'Z020'; 'Z0289'; 'Z026'
905,data/ms_guide.pdf,"as how to perform a tracheal intubation, do a  lumbar puncture, perform  intravenous/intra-arterial catheterization, ne onatal and paediatric cardio- pulmonary resuscitation etc.    Because the specialty deals with young children and infants, becomin...",'Q321'; 'J0410'; 'Z430'; 'Q392'
906,data/ms_guide.pdf,"Watching children become ill, suffer, or even die is difficult and stressful.    Pediatric Subspecialties    Most Subspecialt y training requires a 2 -3 year post -residency fellowship .  Pediatric Neurology and Psychiatry require two years of Genera...",'Z002'; 'Z7187'; 'R6331'; 'R6332'
907,data/ms_guide.pdf,"Dermatology, Developmental  Medicine, Emergency Medicine, Endocrinology,  Gastroenterology, Hematology/Oncology, Infectious Diseases, Neonatology,  Nephrology, Pulmonology, Rheumatology, Metabolic diseases, and Neurology....",'P007'; 'P618'; 'P8339'; 'M0769'
908,data/ms_guide.pdf,2.17   PEDIATRICS  93  Residency Program    Specialty Pediatrics  Duration  4years   Rotations  R1  General Pediatric  Emergency Medicine  Primary Care  Well-baby Clinic  Simulation Courses  R2  General Pediatric  Emergency Medicine  Cardiology  Neur...,'Z7681'; 'Z7187'; 'R6331'; 'Z00110'
909,data/ms_guide.pdf,Gastroenterology  Endocrinology  Infectious disease  Elective  R4  General Pediatric  Nephrology  Allergy Immunology  Metabolic  Genetic  Pulmonology  Elective  Pediatric Intensive Care (PICU)  Neonatal Intensive Care Unit (NICU)  Working hour per da...,'R6331'; 'Z7681'; 'Z387'; 'R6332'
910,data/ms_guide.pdf,Yearly graduates 91  Hospitals that offer the  program   Al Yamamah Hospital   King Abdulaziz Medical City in Riyadh   King Fahad Medical City   King Faisal Specialist Hospital & Research Center   King Khalid University Hospital...,'Z758'; 'Z759'; 'Z764'; 'G3181'
911,data/ms_guide.pdf,2.17   PEDIATRICS  94   King Saud Medical City   Prince Sultan Military Medical City   Security Forces Hospital   Maternity & Children Hospital  Buraidah   Al Hada Armed Forces Hospital   Al Noor Specialist Hospital in Makkah   King Abdulaziz ...,'Z387'; 'Z384'; 'Z381'; 'Z7681'
912,data/ms_guide.pdf, Maternity & Children Hospital in Makkah    King Abdulaziz Hospital in Al Ahsa   King Fahad University Hospital in Al Khobar    Maternity & Children Hosital in Al Ahsa   Maternity & Children Hospital in Al Dammam    Qatif Central Hospital   Ki...,'Z387'; 'Z758'; 'Z390'; 'Y92238'
913,data/ms_guide.pdf, Southern Region Armed Forces Hospital   King Fahad Central Hospital in Jazan  Please refer to SCFHS web site link be low for updated information on the Pediatric  Training Program  http://www.scfhs.org.sa/en/MESPS/TrainingProgs/TrainingProgsStatem...,'Z7681'; 'Z323'; 'Z762'; 'Z7187'
914,data/ms_guide.pdf,"2.18   PHYSICAL MEDICINE AND REHABILITATION  95  2.18 Physical Medicine and Rehabilitation    Expert Students  Maher Al-Jadid  Physiatrist Division   Department of Neurosciences   Prince Sultan Military Medical City   Riyadh, Saudi Arabia  Mohammed A...",'Y801'; 'Y751'; 'Z0271'; 'Y791'
915,data/ms_guide.pdf,"concerned with the promotion of physical and cognitive function, activities  (including behavior), participation (including quality of life) , and the  modification of  personal and  environmental factors. Thus, it is responsible for  the prevention,...",'Z789'; 'Z418'; 'Z828'; 'Y93F2'
916,data/ms_guide.pdf,"led to higher expectations and an increased demand for high quality medical  care. It is imperative that medical students have access to clear, factual and   concise information about the specialty of Physical Medicine and  Rehabilitation  to assist ...",'Y801'; 'Z7182'; 'R402363'; 'Y800'
917,data/ms_guide.pdf,"quality of life to those with physical impairment or disabilities. This normally  involves helping to empower individuals to achieve the levels and pattern of  autonomy and independence that they wish to have, i ncluding participation in  vocational,...",'Z0271'; 'R402363'; 'R402364'; 'R402361'
918,data/ms_guide.pdf,"rehabilitation programs. A typical adult patient is one  with conditions such as  stroke, spinal cord injur y, traumatic brain injur y, burn injuries, post  chemotherapy and cancer  patients, sports ’ injuries, multiple sclerosis , and  amyotrophic l...",'R402351'; 'Y751'; 'R402341'; 'R402331'
919,data/ms_guide.pdf,graduates who are interested in Sports ’ Medicine. It enables them to work with  trained athletes and dancers. Sports ’ Medicine doctors can become athletic team  physicians. PM&R specialists are trained in dynamic interventional techniques  that can...,'Z7182'; 'Y9373'; 'R402351'; 'Y9343'
920,data/ms_guide.pdf,"2.18   PHYSICAL MEDICINE AND REHABILITATION  96  athlete and the performer are obviously different than for a patient who has  moderate to severe disability. In these cases, the physiatrist is focused on  enhancing performance or is providing treatme...",'Y801'; 'Z7182'; 'Z13828'; 'Y9343'
921,data/ms_guide.pdf,on the philosophy that addressing physical and cognitive impairments due to  injury and disease will decrease the disability.    PM&R specialists routinely perform inpatient and outpatient musculoskeletal  and neuromuscular diagnoses and treatments t...,'R402351'; 'R402341'; 'Y801'; 'R402331'
922,data/ms_guide.pdf,Recent there are equally as many doctors practicing PM&R in private practice  as  there are in community settings.    Physical Medicine and Rehabilitation specialists treat patients of all ages afflicted  with painful and function -limiting musculosk...,'M353'; 'G8929'; 'M790'; 'Z13828'
923,data/ms_guide.pdf,"and treat degenerative, developmental, acquired, and traumatic neuromuscular  conditions. It is a unique blend of Orthopedics, Neurology , and Rheumatology.  This multidisciplinary traini ng make s the PM&R physician the most qualified  specialist to...",'M12319'; 'M353'; 'M12311'; 'M790'
924,data/ms_guide.pdf,"hospitalized and ambulatory patients . Residents are expected to be able to  diagnose and manage common medical problems, as well as initiate treatment of  acute complications such as deep -venous thrombosis, pulmonary embolism, and  infections.     ...",'Y751'; 'Y801'; 'R402352'; 'R402353'
925,data/ms_guide.pdf, Pediatric Rehabilitation   Research (Postdoctoral Fellowships in Neuropsychology & Neuroscience)   Research (Fellowships in Medical Rehabilitation Outcomes Research)   Stroke   Pain Medicine   Cancer Rehabilitation   Cardiac Rehabilitation  ...,'Z7182'; 'Z79899'; 'R402351'; 'Z7187'
926,data/ms_guide.pdf,"2.18   PHYSICAL MEDICINE AND REHABILITATION  97  is not as intrusive as for some other specialties. Many physiatrists have found  that they are able to work on a part -time basis and make time for their fami ly.  Conversely, many physiatrists spend l...",'Y801'; 'Z7182'; 'Y791'; 'Z13828'
927,data/ms_guide.pdf,"Specialty Physical Medicine & Rehabilitation    Duration  4  years  Rotations  R1 Required Physical Medicine & Rehabilitation Related  Rotations   Five months in Internal Medicine, (two months in  General and three months are selected from the  foll...",'Y66'; 'T889XXS'; 'R402344'; 'R402324'
928,data/ms_guide.pdf,"selected from the following:  Otorhinolaryngology, General Surgery, Plastic  surgery, Urology   Three months in Neurology   Two months in Electromyography and Nerve  conduction studies   Three months in Rheumatology   Two months in Orthopedics  ...",'Y66'; 'M4143'; 'M532X3'; 'M4146'
929,data/ms_guide.pdf, Three months in Stroke Rehabilitation   Three months in Orthotics/Prosthetics and   Amputee Rehabilitation   Three months in Traumatic Brain Injury  Rehabilitation   Three months in Pediatric Rehabilitation    Three months in Spinal Cord Injury...,'Y751'; 'Z736'; 'Z0271'; 'Z823'
930,data/ms_guide.pdf,Number of on-calls per  month  10  Competition Average...,'Y9381'; 'Z025'; 'Y9363'; 'Y9359'
931,data/ms_guide.pdf,2.18   PHYSICAL MEDICINE AND REHABILITATION  98  Yearly applicants 45  Yearly acceptance 10  Yearly graduates 4  Hospitals that offer the  program   King Abdulaziz Medical City in Riyadh   King Fahad Medical City   Prince Sultan Military Medical C...,'Z764'; 'Z0271'; 'R402364'; 'Z555'
932,data/ms_guide.pdf,"2.19   PLASTIC SURGERY  99  2.19 Plastic Surgery    Expert Students  Abdullah M. Alnamlah   Division of Plastic Surgery   King Abdulaziz Medical City   Riyadh, Saudi Arabia  Alwaleed Abdulaziz Aljaser  Asma Ibrahim   AbdullaTurki Naif    Introduction...",'Z428'; 'Y818'; 'Y810'; 'Y812'
933,data/ms_guide.pdf,"body parts to restore their function and structural function. It is generally  divided into reconstructive and aesthetic surgery. Most of the procedures are not  purely cosmetic, which most people still think what plastic surgery is all about.    The...",'Z428'; 'T8489XS'; 'Y811'; 'T84498S'
934,data/ms_guide.pdf,"expertise necessary for a plastic surgeon to manage their patient as a whole. Of  the remaining four years the residents will be working only in pla stic surgery,  two years as a junior and two years as a senior residents. During these years  workloa...",'Z428'; 'Y66'; 'T889XXS'; 'Y6552'
935,data/ms_guide.pdf,"making, and performance of surgical procedures in various clinical situations.  Promotion in the program is decided on the basis of a yearly promotion exam  and in-training assessment.    The Specialty by an Expert     The trainees of plastic surgery...",'Z428'; 'Y66'; 'Y810'; 'Z411'
936,data/ms_guide.pdf,"visualize the outcome of surgery as of how it is going to positively affect the  shape without compromising the function and vice versa. They also need to  understand the p sychosocial aspects of patient care as it deals with all age  groups, both ge...",'T888XXA'; 'T888XXD'; 'T888XXS'; 'Y66'
937,data/ms_guide.pdf,"care in terms of emotional support.    The routine day is 10 hours. It starts at 7 am and finishes at 5 pm. The on call day  is a 24 hour cover.     In short, a plastic surgeon has to be academically competent and must  demonstrate the physical and m...",'Y6552'; 'Z428'; 'T889XXA'; 'Y66'
938,data/ms_guide.pdf,"2.19   PLASTIC SURGERY  100  He or she needs to understand the emotional status of the patient and to deal  with it in an effective way.    Upon successful completion of training, a plastic surgeon can decide between  hospital based and private pract...",'Z428'; 'Z411'; 'Y810'; 'Y66'
